team,team_slug,view_mode,player,column,value,core_years
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,"Elizabeth Williams  This HTML5 audio player is not supported by your browser  $('#elizabeth-williams-pronounce-name-icon-71132').click(function (event) {  toggle_play_player_name_pronunciation('elizabeth-williams',71132)  });  $('#elizabeth-williams-pronounce-name-audio-71132').on('ended',function (event) {  pronounce_icon_not_playing('elizabeth-williams-pronounce-name-icon-71132',71132)  });",2026,"$600,000  8.6%  9.1%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,"Elizabeth Williams  This HTML5 audio player is not supported by your browser  $('#elizabeth-williams-pronounce-name-icon-71132').click(function (event) {  toggle_play_player_name_pronunciation('elizabeth-williams',71132)  });  $('#elizabeth-williams-pronounce-name-audio-71132').on('ended',function (event) {  pronounce_icon_not_playing('elizabeth-williams-pronounce-name-icon-71132',71132)  });",2027,"$600,000  $???,???  9.0%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,"Elizabeth Williams  This HTML5 audio player is not supported by your browser  $('#elizabeth-williams-pronounce-name-icon-71132').click(function (event) {  toggle_play_player_name_pronunciation('elizabeth-williams',71132)  });  $('#elizabeth-williams-pronounce-name-audio-71132').on('ended',function (event) {  pronounce_icon_not_playing('elizabeth-williams-pronounce-name-icon-71132',71132)  });",2028,UFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Kamilla Cardoso,2026,"$461,171  6.6%  7.0%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Kamilla Cardoso,2027,"$521,123  $???,???  7.8%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Kamilla Cardoso,2028,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,"Rickea Jackson  This HTML5 audio player is not supported by your browser  $('#rickea-jackson-pronounce-name-icon-86262').click(function (event) {  toggle_play_player_name_pronunciation('rickea-jackson',86262)  });  $('#rickea-jackson-pronounce-name-audio-86262').on('ended',function (event) {  pronounce_icon_not_playing('rickea-jackson-pronounce-name-icon-86262',86262)  });",2026,"$430,654  6.2%  6.5%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,"Rickea Jackson  This HTML5 audio player is not supported by your browser  $('#rickea-jackson-pronounce-name-icon-86262').click(function (event) {  toggle_play_player_name_pronunciation('rickea-jackson',86262)  });  $('#rickea-jackson-pronounce-name-audio-86262').on('ended',function (event) {  pronounce_icon_not_playing('rickea-jackson-pronounce-name-icon-86262',86262)  });",2027,"$486,638  $???,???  7.3%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,"Rickea Jackson  This HTML5 audio player is not supported by your browser  $('#rickea-jackson-pronounce-name-icon-86262').click(function (event) {  toggle_play_player_name_pronunciation('rickea-jackson',86262)  });  $('#rickea-jackson-pronounce-name-audio-86262').on('ended',function (event) {  pronounce_icon_not_playing('rickea-jackson-pronounce-name-icon-86262',86262)  });",2028,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,"Rachel Banham  This HTML5 audio player is not supported by your browser  $('#rachel-banham-pronounce-name-icon-18615').click(function (event) {  toggle_play_player_name_pronunciation('rachel-banham',18615)  });  $('#rachel-banham-pronounce-name-audio-18615').on('ended',function (event) {  pronounce_icon_not_playing('rachel-banham-pronounce-name-icon-18615',18615)  });",2026,"$425,000  6.1%  6.5%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,"Rachel Banham  This HTML5 audio player is not supported by your browser  $('#rachel-banham-pronounce-name-icon-18615').click(function (event) {  toggle_play_player_name_pronunciation('rachel-banham',18615)  });  $('#rachel-banham-pronounce-name-audio-18615').on('ended',function (event) {  pronounce_icon_not_playing('rachel-banham-pronounce-name-icon-18615',18615)  });",2027,UFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Jacy Sheldon,2026,"$402,155  5.7%  6.1%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Jacy Sheldon,2027,"$454,435  $???,???  6.8%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Jacy Sheldon,2028,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Gabriela Jaquez,2026,"$380,219  5.4%  5.8%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Gabriela Jaquez,2027,"$395,428  $???,???  5.9%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Gabriela Jaquez,2028,"$434,971  $???,???  13.6%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Gabriela Jaquez,2029,"$491,517  $???,???  31.4%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Gabriela Jaquez,2030,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Hailey Van Lith,2026,"$289,133  4.1%  4.4%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Hailey Van Lith,2027,"$318,046  $???,???  4.8%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Hailey Van Lith,2028,"$359,392  $???,???  11.3%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Hailey Van Lith,2029,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Maddy Westbeld,2026,"$277,500  4.0%  4.2%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Maddy Westbeld,2027,"$305,250  $???,???  4.6%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Maddy Westbeld,2028,"$344,933  $???,???  10.8%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Maddy Westbeld,2029,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Latasha Lattimore,2026,"$270,000  3.9%  4.1%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Latasha Lattimore,2027,"$288,600  $???,???  4.3%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Latasha Lattimore,2028,"$317,460  $???,???  9.9%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Latasha Lattimore,2029,"$358,730  $???,???  22.9%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Latasha Lattimore,2030,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Tonie Morgan,2026,"$270,000  3.9%  4.1%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Tonie Morgan,2027,"$288,600  $???,???  4.3%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Tonie Morgan,2028,"$317,460  $???,???  9.9%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Tonie Morgan,2029,"$358,730  $???,???  22.9%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Tonie Morgan,2030,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Aicha Coulibaly,2026,"$270,000  3.9%  4.1%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Aicha Coulibaly,2027,"$288,600  $???,???  4.3%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Aicha Coulibaly,2028,"$317,460  $???,???  9.9%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Aicha Coulibaly,2029,"$358,730  $???,???  22.9%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Aicha Coulibaly,2030,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Jordan Hobbs,2026,"$270,000  3.9%  4.1%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Jordan Hobbs,2027,Reserved,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Megan Nestor,2026,"$270,000  3.9%  4.1%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Megan Nestor,2027,Reserved,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Sydney Taylor,2026,"$270,000  3.9%  4.1%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Sydney Taylor,2027,Reserved,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Salaries  (excl. TC & D),2026,"$6,585,832",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Salaries  (excl. TC & D),2027,"$6,686,720",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Salaries  (excl. TC & D),2028,"$3,191,676",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Salaries  (excl. TC & D),2029,"$1,567,707",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Salaries  (excl. TC & D),2030,$0,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Players  (excl. TC & D),2026,12,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Players  (excl. TC & D),2027,13,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Players  (excl. TC & D),2028,7,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Players  (excl. TC & D),2029,4,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Players  (excl. TC & D),2030,0,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Cap Room,2026,"$414,168",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Open Roster Slots,2026,0,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Guaranteed Salary,2026,"$4,725,219",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Guaranteed Salary,2027,"$4,802,196",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Guaranteed Salary,2028,"$1,100,000",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Guaranteed Salary,2029,$0,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Guaranteed Salary,2030,$0,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Protected Veterans,2026,6,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Protected Veterans,2027,4,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Protected Veterans,2028,1,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Protected Veterans,2029,0,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Total Protected Veterans,2030,0,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Open Protected Veteran Slots,2026,1,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Core Player,2026,Available,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Unsigned Draftees,2026,Unsigned Draftees,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Ajša Sivka,2026,"$289,133  4.1%  4.4%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Ajša Sivka,2027,"$300,698  $???,???  4.5%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Ajša Sivka,2028,"$330,768  $???,???  10.4%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Ajša Sivka,2029,"$373,768  $???,???  23.8%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Ajša Sivka,2030,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,2027 Round 1 Pick ? (?) (ATL),2027,"$??,???  $??,???  $??,???",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,2027 Round 1 Pick ? (?) (ATL),2028,"$??,???  $??,???  $??,???",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,2027 Round 1 Pick ? (?) (ATL),2029,"$??,???  $??,???  $??,???",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,2027 Round 1 Pick ? (?) (ATL),2030,"$??,???  $??,???  $??,???",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,2027 Round 1 Pick ? (?) (CHI),2027,"$??,???  $??,???  $??,???",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,2027 Round 1 Pick ? (?) (CHI),2028,"$??,???  $??,???  $??,???",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,2027 Round 1 Pick ? (?) (CHI),2029,"$??,???  $??,???  $??,???",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,2027 Round 1 Pick ? (?) (CHI),2030,"$??,???  $??,???  $??,???",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,2027 Round 3 Pick ? (?) (CHI),2027,"$??,???  $??,???  $??,???",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,2027 Round 3 Pick ? (?) (CHI),2028,"$??,???  $??,???  $??,???",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,2027 Round 3 Pick ? (?) (CHI),2029,"$??,???  $??,???  $??,???",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,2027 Round 3 Pick ? (?) (CHI),2030,"$??,???  $??,???  $??,???",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Salary Cap,2026,"$7,000,000",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Roster Size Requirement,2026,12,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Maximum Protected Veterans,2026,7,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Player Supermaximum,2026,"$1,400,000",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Player Maximum,2026,"$1,190,000",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Player Minimum (0 YOS),2026,"$270,000",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Player Minimum (1 YOS),2026,"$277,500",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Player Minimum (2 YOS),2026,"$277,500",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Player Minimum (3 YOS),2026,"$277,500",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Player Minimum (4-6 YOS),2026,"$277,500",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Player Minimum (7-9 YOS),2026,"$277,500",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,Player Minimum (10+ YOS),2026,"$277,500",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,salary,"All values shown reflect cap hit, not base salary.",2026,"All values shown reflect cap hit, not base salary.",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Azurá Stevens  This HTML5 audio player is not supported by your browser  $('#azurá-stevens-pronounce-name-icon-76879').click(function (event) {  toggle_play_player_name_pronunciation('azurá-stevens',76879)  });  $('#azurá-stevens-pronounce-name-audio-76879').on('ended',function (event) {  pronounce_icon_not_playing('azurá-stevens-pronounce-name-icon-76879',76879)  });",2026,"$1,000,000  14.3%  15.2%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Azurá Stevens  This HTML5 audio player is not supported by your browser  $('#azurá-stevens-pronounce-name-icon-76879').click(function (event) {  toggle_play_player_name_pronunciation('azurá-stevens',76879)  });  $('#azurá-stevens-pronounce-name-audio-76879').on('ended',function (event) {  pronounce_icon_not_playing('azurá-stevens-pronounce-name-icon-76879',76879)  });",2027,"$1,050,000  $???,???  15.7%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Azurá Stevens  This HTML5 audio player is not supported by your browser  $('#azurá-stevens-pronounce-name-icon-76879').click(function (event) {  toggle_play_player_name_pronunciation('azurá-stevens',76879)  });  $('#azurá-stevens-pronounce-name-audio-76879').on('ended',function (event) {  pronounce_icon_not_playing('azurá-stevens-pronounce-name-icon-76879',76879)  });",2028,"$1,100,000  $???,???  34.5%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Azurá Stevens  This HTML5 audio player is not supported by your browser  $('#azurá-stevens-pronounce-name-icon-76879').click(function (event) {  toggle_play_player_name_pronunciation('azurá-stevens',76879)  });  $('#azurá-stevens-pronounce-name-audio-76879').on('ended',function (event) {  pronounce_icon_not_playing('azurá-stevens-pronounce-name-icon-76879',76879)  });",2029,UFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Skylar Diggins  This HTML5 audio player is not supported by your browser  $('#skylar-diggins-pronounce-name-icon-33504').click(function (event) {  toggle_play_player_name_pronunciation('skylar-diggins',33504)  });  $('#skylar-diggins-pronounce-name-audio-33504').on('ended',function (event) {  pronounce_icon_not_playing('skylar-diggins-pronounce-name-icon-33504',33504)  });",2026,"$920,000  13.1%  14.0%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Skylar Diggins  This HTML5 audio player is not supported by your browser  $('#skylar-diggins-pronounce-name-icon-33504').click(function (event) {  toggle_play_player_name_pronunciation('skylar-diggins',33504)  });  $('#skylar-diggins-pronounce-name-audio-33504').on('ended',function (event) {  pronounce_icon_not_playing('skylar-diggins-pronounce-name-icon-33504',33504)  });",2027,"$940,000  $???,???  14.1%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Skylar Diggins  This HTML5 audio player is not supported by your browser  $('#skylar-diggins-pronounce-name-icon-33504').click(function (event) {  toggle_play_player_name_pronunciation('skylar-diggins',33504)  });  $('#skylar-diggins-pronounce-name-audio-33504').on('ended',function (event) {  pronounce_icon_not_playing('skylar-diggins-pronounce-name-icon-33504',33504)  });",2028,UFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Courtney Vandersloot,2026,"$750,000  10.7%  11.4%",2019.0
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Courtney Vandersloot,2027,"$750,000  $???,???  11.2%",2019.0
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Courtney Vandersloot,2028,UFA,2019.0
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"DiJonai Carrington  This HTML5 audio player is not supported by your browser  $('#dijonai-carrington-pronounce-name-icon-58181').click(function (event) {  toggle_play_player_name_pronunciation('dijonai-carrington',58181)  });  $('#dijonai-carrington-pronounce-name-audio-58181').on('ended',function (event) {  pronounce_icon_not_playing('dijonai-carrington-pronounce-name-icon-58181',58181)  });",2026,"$650,000  9.3%  9.9%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"DiJonai Carrington  This HTML5 audio player is not supported by your browser  $('#dijonai-carrington-pronounce-name-icon-58181').click(function (event) {  toggle_play_player_name_pronunciation('dijonai-carrington',58181)  });  $('#dijonai-carrington-pronounce-name-audio-58181').on('ended',function (event) {  pronounce_icon_not_playing('dijonai-carrington-pronounce-name-icon-58181',58181)  });",2027,UFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Elizabeth Williams  This HTML5 audio player is not supported by your browser  $('#elizabeth-williams-pronounce-name-icon-42133').click(function (event) {  toggle_play_player_name_pronunciation('elizabeth-williams',42133)  });  $('#elizabeth-williams-pronounce-name-audio-42133').on('ended',function (event) {  pronounce_icon_not_playing('elizabeth-williams-pronounce-name-icon-42133',42133)  });",2026,"$600,000  8.6%  9.1%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Elizabeth Williams  This HTML5 audio player is not supported by your browser  $('#elizabeth-williams-pronounce-name-icon-42133').click(function (event) {  toggle_play_player_name_pronunciation('elizabeth-williams',42133)  });  $('#elizabeth-williams-pronounce-name-audio-42133').on('ended',function (event) {  pronounce_icon_not_playing('elizabeth-williams-pronounce-name-icon-42133',42133)  });",2027,"$600,000  $???,???  9.0%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Elizabeth Williams  This HTML5 audio player is not supported by your browser  $('#elizabeth-williams-pronounce-name-icon-42133').click(function (event) {  toggle_play_player_name_pronunciation('elizabeth-williams',42133)  });  $('#elizabeth-williams-pronounce-name-audio-42133').on('ended',function (event) {  pronounce_icon_not_playing('elizabeth-williams-pronounce-name-icon-42133',42133)  });",2028,UFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Kamilla Cardoso,2026,"$461,171  6.6%  7.0%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Kamilla Cardoso,2027,"$521,123  $???,???  7.8%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Kamilla Cardoso,2028,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Rickea Jackson  This HTML5 audio player is not supported by your browser  $('#rickea-jackson-pronounce-name-icon-62933').click(function (event) {  toggle_play_player_name_pronunciation('rickea-jackson',62933)  });  $('#rickea-jackson-pronounce-name-audio-62933').on('ended',function (event) {  pronounce_icon_not_playing('rickea-jackson-pronounce-name-icon-62933',62933)  });",2026,"$430,654  6.2%  6.5%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Rickea Jackson  This HTML5 audio player is not supported by your browser  $('#rickea-jackson-pronounce-name-icon-62933').click(function (event) {  toggle_play_player_name_pronunciation('rickea-jackson',62933)  });  $('#rickea-jackson-pronounce-name-audio-62933').on('ended',function (event) {  pronounce_icon_not_playing('rickea-jackson-pronounce-name-icon-62933',62933)  });",2027,"$486,638  $???,???  7.3%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Rickea Jackson  This HTML5 audio player is not supported by your browser  $('#rickea-jackson-pronounce-name-icon-62933').click(function (event) {  toggle_play_player_name_pronunciation('rickea-jackson',62933)  });  $('#rickea-jackson-pronounce-name-audio-62933').on('ended',function (event) {  pronounce_icon_not_playing('rickea-jackson-pronounce-name-icon-62933',62933)  });",2028,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Rachel Banham  This HTML5 audio player is not supported by your browser  $('#rachel-banham-pronounce-name-icon-78412').click(function (event) {  toggle_play_player_name_pronunciation('rachel-banham',78412)  });  $('#rachel-banham-pronounce-name-audio-78412').on('ended',function (event) {  pronounce_icon_not_playing('rachel-banham-pronounce-name-icon-78412',78412)  });",2026,"$425,000  6.1%  6.5%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,"Rachel Banham  This HTML5 audio player is not supported by your browser  $('#rachel-banham-pronounce-name-icon-78412').click(function (event) {  toggle_play_player_name_pronunciation('rachel-banham',78412)  });  $('#rachel-banham-pronounce-name-audio-78412').on('ended',function (event) {  pronounce_icon_not_playing('rachel-banham-pronounce-name-icon-78412',78412)  });",2027,UFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Jacy Sheldon,2026,"$402,155  5.7%  6.1%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Jacy Sheldon,2027,"$454,435  $???,???  6.8%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Jacy Sheldon,2028,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Gabriela Jaquez,2026,"$380,219  5.4%  5.8%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Gabriela Jaquez,2027,"$395,428  $???,???  5.9%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Gabriela Jaquez,2028,"$434,971  $???,???  13.6%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Gabriela Jaquez,2029,"$491,517  $???,???  31.4%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Gabriela Jaquez,2030,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Hailey Van Lith,2026,"$289,133  4.1%  4.4%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Hailey Van Lith,2027,"$318,046  $???,???  4.8%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Hailey Van Lith,2028,"$359,392  $???,???  11.3%",
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Hailey Van Lith,2029,RFA,
Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,pct_cap,Maddy Westbeld,2026,"$277,500  4.0%  4.2%",
