team,team_slug,row_type,player,core_years,salary_cap_hit_2026,pct_of_cap_2026,pct_of_team_2026,status_2026,salary_cap_hit_2027,pct_of_cap_2027,pct_of_team_2027,status_2027,salary_cap_hit_2028,pct_of_cap_2028,pct_of_team_2028,status_2028,salary_cap_hit_2029,pct_of_cap_2029,pct_of_team_2029,status_2029,salary_cap_hit_2030,pct_of_cap_2030,pct_of_team_2030,status_2030,source,source_url
Dallas Wings,dallas-wings-11eaecc7-3583-13fc-b611-2362f5011b0b,roster_player,Total Salaries (excl. TC),,6660213,,,,5547546,,,,3551758,,,,646360,,,,0,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Dallas Wings,dallas-wings-11eaecc7-3583-13fc-b611-2362f5011b0b,roster_player,Total Players (excl. TC),,,,,11,,,,8,,,,6,,,,1,,,,0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Dallas Wings,dallas-wings-11eaecc7-3583-13fc-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 1 Pick ? (?) (DAL),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Dallas Wings,dallas-wings-11eaecc7-3583-13fc-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 1 Pick ? (?) (LVA),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Dallas Wings,dallas-wings-11eaecc7-3583-13fc-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 2 Pick ? (?) (DAL),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Dallas Wings,dallas-wings-11eaecc7-3583-13fc-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 2 Pick ? (?) (MIN),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Gabby Williams,2025.0,1190000,17.0,19.2,,1249500,,22.6,,1309000,,38.5,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Veronica Burton,,925000,13.2,15.0,,971250,,17.6,,1017500,,30.0,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kayla Thornton,,750000,10.7,12.1,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kaila Charles,,600000,8.6,9.7,,615000,,11.1,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Tiffany Hayes,,600000,8.6,9.7,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Janelle Salaün,,500000,7.1,8.1,,520000,,9.4,,,,,Reserved,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Cecilia Zandalasini,,500000,7.1,8.1,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Iliana Rupert,,450000,6.4,7.3,,472500,,8.6,,,,,RFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Justė Jocytė,,380219,5.4,6.1,,395428,,7.2,,434971,,12.8,,491517,,40.7,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kiah Stokes,,375000,5.4,6.1,,386250,,7.0,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kate Martin,,293510,4.2,4.7,,331666,,6.0,,,,,RFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Laeticia Amihere,,277500,4.0,4.5,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kaitlyn Chen,,277500,4.0,4.5,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Ashlon Jackson,,270000,3.9,4.4,,288600,,5.2,,317460,,9.3,,358730,,29.7,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Marta Suárez,,270000,3.9,4.4,,288600,,5.2,,317460,,9.3,,358730,,29.7,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Caroline Ducharme,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Cate Reese,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Mariella Fasoula,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Miela Sowah,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Ndjakalenga Mwenentanda,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,unsigned_draftee,Kokoro Tanaka,,270000,3.9,4.4,,288600,,5.2,,317460,,9.3,,358730,,29.7,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 1 Pick ? (?) (GSV),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 2 Pick ? (?) (GSV),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 3 Pick ? (?) (GSV),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Kelsey Mitchell,"2025, 2026",1400000,20.0,21.8,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Aliyah Boston,,1000000,14.3,15.6,,1470000,,30.3,,1543500,,60.8,,1620675,,68.9,,,,,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Monique Billings,,800000,11.4,12.4,,800000,,16.5,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Lexie Hull,,765000,10.9,11.9,,803250,,16.5,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Sophie Cunningham,,665000,9.5,10.3,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Caitlin Clark,,528846,7.6,8.2,,597596,,12.3,,,,,RFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Tyasha Harris,,400000,5.7,6.2,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Myisha Hines-Allen,,315000,4.5,4.9,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Raven Johnson,,289133,4.1,4.5,,300698,,6.2,,330768,,13.0,,373768,,15.9,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Makayla Timpson,,277500,4.0,4.3,,305250,,6.3,,344933,,13.6,,,,,RFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Damiris Dantas,,277500,4.0,4.3,,288600,,5.9,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Megan McConnell,,277500,4.0,4.3,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Shatori Walker-Kimbrough,,277500,4.0,4.3,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Jessica Timmons,,270000,3.9,4.2,,288600,,5.9,,317460,,12.5,,358730,,15.2,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Kayana Traylor,,270000,3.9,4.2,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Sydney Colson,,,,,UFA,,,,,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Aari McDonald,,,,,UFA,,,,,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,unsigned_draftee,Justine Pissott,,270000,3.9,4.2,,288600,,5.9,,317460,,12.5,,358730,,15.2,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 1 Pick ? (?) (IND),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 2 Pick ? (?) (IND),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 3 Pick ? (?) (IND),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,roster_player,A'ja Wilson,,1400000,20.0,24.9,,1470000,,33.9,,1543500,,37.1,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,roster_player,Jackie Young,,1190000,17.0,21.2,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,roster_player,Chelsea Gray,,1000000,14.3,17.8,,1050000,,24.2,,1100000,,26.5,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,roster_player,Jewell Loyd,"2022, 2023",800000,11.4,14.3,,840000,,19.4,,880000,,21.2,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,roster_player,NaLyssa Smith,,450000,6.4,8.0,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,roster_player,Stephanie Talbot,,392500,5.6,7.0,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,roster_player,Dana Evans,,380000,5.4,6.8,,399000,,9.2,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,roster_player,Kierstan Bell,,277500,4.0,4.9,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,roster_player,Chennedy Carter,,277500,4.0,4.9,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,roster_player,Cheyenne Parker-Tyus,,277500,4.0,4.9,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,roster_player,Brianna Turner,,277500,4.0,4.9,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,roster_player,Janiah Barker,,270000,3.9,4.8,,288600,,6.7,,317460,,7.6,,358730,,50.0,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,roster_player,Jordan Obi,,270000,3.9,4.8,,288600,,6.7,,317460,,7.6,,358730,,50.0,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 2 Pick ? (?) (LVA),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 3 Pick ? (?) (LVA),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Dearica Hamby,,1100000,15.7,19.9,,1122500,,25.9,,1177500,,35.1,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Ariel Atkins,"2026, 2027, 2028",1085000,15.5,19.6,,1139000,,26.3,,1193000,,35.6,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Kelsey Plum,"2025, 2026",999999,14.3,18.1,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Nneka Ogwumike,"2021, 2022",950000,13.6,17.2,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Erica Wheeler,,625000,8.9,11.3,,625000,,14.4,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Cameron Brink,,493851,7.1,8.9,,558051,,12.9,,,,,RFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Sania Feagin,,277500,4.0,5.0,,305250,,7.1,,344933,,10.3,,,,,RFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Rae Burrell,,277500,4.0,5.0,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Emma Cannon,,277500,4.0,5.0,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Sevgi Uzun,,277500,4.0,5.0,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Julie Vanloo,,277500,4.0,5.0,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Chance Gray,,270000,3.9,4.9,,288600,,6.7,,317460,,9.5,,358730,,50.0,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Ta'Niya Latson,,270000,3.9,4.9,,288600,,6.7,,317460,,9.5,,358730,,50.0,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Jihyun Park,,270000,3.9,4.9,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,roster_player,Alissa Pili,,,,,Reserved,,,,,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 1 Pick ? (?) (LAS),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 2 Pick ? (?) (LAS),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 2 Pick ? (?) (SEA),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Los Angeles Sparks,los-angeles-sparks-11eaecc7-3579-2ce8-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 3 Pick ? (?) (LAS),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
