Season,Player,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/40
2025,Olivia Nelson-Ododa,CON,C,37,21,800,113,215,0.526,1,2,0.5,112,213,0.526,78,111,0.703,60,184,34,27,43,40,89,305,17.2,0.578,0.528,0.009,0.516,8.6,13.7,7.8,1.8,5.2,13.2,17.3,111,109,1.5,0.6,2.1,0.104
2025,Kia Nurse,CHI,G,44,18,962,103,291,0.354,61,182,0.335,42,109,0.385,49,62,0.79,18,103,55,14,2,55,72,316,7.1,0.496,0.459,0.625,0.213,2.2,6.3,9.6,0.8,0.2,14.7,17.4,95,117,-0.2,-0.4,-0.6,-0.025
2025,Aaliyah Nye,LVA,G-F,44,2,671,59,171,0.345,37,118,0.314,22,53,0.415,14,17,0.824,15,66,24,13,9,27,57,169,5.7,0.473,0.453,0.69,0.099,2.6,5.7,5.5,1,1.2,13.1,14,91,109,-0.4,0.4,0,0.002
2025,Arike Ogunbowale,DAL,G,29,29,966,147,404,0.364,48,158,0.304,99,246,0.402,108,116,0.931,10,72,120,39,7,60,74,450,13.3,0.494,0.423,0.391,0.287,1.1,4.3,20.7,2,0.7,11.6,23.2,102,114,0.8,0,0.8,0.032
2025,Nneka Ogwumike,SEA,F,44,44,1359,320,617,0.519,66,180,0.367,254,437,0.581,97,118,0.822,59,309,99,50,18,85,83,803,21.8,0.6,0.572,0.292,0.191,5.1,13.7,13.5,1.9,1.2,11.3,25.4,110,102,3.3,2.4,5.7,0.168
2025,Amy Okonkwo,DAL,F,8,1,157,30,61,0.492,10,30,0.333,20,31,0.645,18,20,0.9,7,25,6,11,1,7,11,88,21.9,0.63,0.574,0.492,0.328,4.9,9.1,6.8,3.6,0.6,9.1,21.3,121,109,0.5,0.1,0.7,0.167
2025,Lucy Olsen,WAS,G,41,0,508,66,159,0.415,19,70,0.271,47,89,0.528,14,17,0.824,11,48,49,15,5,21,45,165,10.4,0.496,0.475,0.44,0.107,2.7,5.8,17,1.5,0.9,11.2,17,100,108,0.2,0.4,0.6,0.046
2025,Michaela Onyenwere,CHI,F,42,22,711,89,211,0.422,24,68,0.353,65,143,0.455,43,51,0.843,17,69,48,16,4,56,75,245,7.8,0.525,0.479,0.322,0.242,2.8,5.7,11.7,1.2,0.5,19.3,18.3,94,116,-0.3,-0.2,-0.5,-0.026
2025,Te-Hina PaoPao,ATL,G,43,15,720,96,218,0.44,51,132,0.386,45,86,0.523,7,13,0.538,10,69,105,20,9,44,48,250,13.1,0.559,0.557,0.606,0.06,1.7,5.7,23.7,1.5,1.1,16.4,17.1,108,104,1,1.1,2.1,0.115
2025,Cheyenne Parker-Tyus,LVA,F,2,0,14,5,8,0.625,1,2,0.5,4,6,0.667,5,6,0.833,0,2,0,0,0,1,2,16,37.3,0.752,0.688,0.25,0.75,0,8.3,0,0,0,8.6,37.9,133,110,0.1,0,0.1,0.364
2025,Robyn Parks,CON,F,6,0,63,1,5,0.2,0,4,0,1,1,1,0,0,,1,9,2,2,0,1,7,2,1.1,0.2,0.2,0.8,0,1.8,8.5,4.7,1.7,0,16.7,4.3,59,113,-0.1,0,-0.1,-0.046
2025,Haley Peters,CON,F-G,33,2,380,25,82,0.305,8,39,0.205,17,43,0.395,10,13,0.769,25,74,25,11,3,22,50,68,5,0.388,0.354,0.476,0.159,7.5,11.6,10.6,1.5,0.8,20.1,13.1,83,113,-0.6,0.1,-0.5,-0.054
2025,Ajae Petty,DAL,F,2,0,6,0,0,,0,0,,0,0,,0,0,,0,1,0,0,0,0,1,0,-0.9,,,,,0,9.6,0,0,0,,0,,116,0,0,0,-0.01
2025,Kelsey Plum,LAS,G,43,43,1508,261,618,0.422,99,279,0.355,162,339,0.478,218,244,0.893,10,132,247,53,4,131,117,839,18.1,0.578,0.502,0.451,0.395,0.8,5.2,27.9,1.8,0.2,15.3,25.4,111,114,4.1,0,4.2,0.11
2025,Alexis Prince,PHO,F,1,0,22,1,3,0.333,0,1,0,1,2,0.5,0,0,,0,8,1,0,0,3,1,2,-1.6,0.333,0.333,0.333,0,0,20.8,6.5,0,0,50,12.3,40,100,-0.1,0,-0.1,-0.139
2025,JJ Quinerly,DAL,G,34,13,539,80,188,0.426,21,54,0.389,59,134,0.44,39,45,0.867,18,63,78,29,7,52,70,220,13.2,0.529,0.481,0.287,0.239,3.7,6.7,24,2.7,1.2,20,20.9,99,111,0.2,0.2,0.4,0.027
2025,Angel Reese,CHI,F,30,30,947,153,334,0.458,4,22,0.182,149,312,0.478,130,172,0.756,123,377,110,44,20,118,103,440,19.9,0.537,0.464,0.066,0.515,15.4,23.4,21.5,2.4,2,22.4,25,101,105,0.7,1.2,1.9,0.079
2025,Saniya Rivers,CON,G,42,25,1097,142,349,0.407,43,126,0.341,99,223,0.444,44,59,0.746,29,118,113,62,38,62,70,371,13.6,0.495,0.468,0.361,0.169,3,6.4,18.4,2.9,3.4,14.2,18.1,98,110,0.1,0.6,0.7,0.026
2025,Iliana Rupert,GSV,C,21,11,486,67,153,0.438,46,104,0.442,21,49,0.429,15,16,0.938,21,81,33,13,12,20,48,195,15.9,0.609,0.588,0.68,0.105,5.2,9.7,13,1.4,2.6,11.1,17.3,117,103,1.2,0.8,1.9,0.159
2025,Mercedes Russell,LAS,C,20,0,163,12,27,0.444,0,0,,12,27,0.444,10,14,0.714,10,24,12,5,4,7,17,34,9.6,0.513,0.444,0,0.519,7.5,8.8,10.7,1.6,2.3,17.4,11,108,113,0.2,0,0.2,0.046
2025,Nyara Sabally,NYL,F,17,10,305,37,76,0.487,1,7,0.143,36,69,0.522,17,25,0.68,27,77,13,9,17,16,37,92,13.5,0.529,0.493,0.092,0.329,10.9,14.6,6.9,1.5,5.1,15.5,15.6,104,101,0.3,0.6,0.8,0.109
2025,Satou Sabally,PHO,F,39,39,1039,208,515,0.404,67,209,0.321,141,306,0.461,153,185,0.827,54,231,98,49,13,77,115,636,19.5,0.533,0.469,0.406,0.359,5.8,12.7,17.4,2.4,1.2,11.4,29.2,105,101,1.8,2,3.8,0.147
2025,Janelle Salaün,GSV,F,36,33,973,147,362,0.406,63,172,0.366,84,190,0.442,50,62,0.806,32,183,43,22,3,53,70,407,12,0.523,0.493,0.475,0.171,3.9,11,8.7,1.2,0.3,12,21.2,99,104,0.3,1.4,1.8,0.073
2025,Karlie Samuelson,MIN,G,16,4,228,14,42,0.333,12,34,0.353,2,8,0.25,13,14,0.929,3,20,17,6,1,11,26,53,6.8,0.55,0.476,0.81,0.333,1.6,5.2,10.1,1.4,0.4,18.6,11.9,105,105,0.2,0.3,0.5,0.079
2025,Madison Scott,WAS,G-F,9,0,47,5,11,0.455,0,1,0,5,10,0.5,4,4,1,1,1,2,2,0,1,8,14,8.4,0.549,0.455,0.091,0.364,2.6,1.3,7.2,2.2,0,7.3,13.5,113,110,0.1,0,0.1,0.086
2025,Jessica Shepard,MIN,F,40,12,835,132,207,0.638,0,1,0,132,206,0.641,56,103,0.544,92,293,104,19,4,58,44,320,21.1,0.634,0.638,0.005,0.498,13.4,20.9,19.4,1.2,0.4,18.7,17.1,122,99,2.9,1.8,4.6,0.223
2025,Maddy Siegrist,DAL,F,26,15,702,132,269,0.491,26,81,0.321,106,188,0.564,40,58,0.69,52,111,21,19,15,14,50,330,17.4,0.56,0.539,0.301,0.216,8.2,9.1,5.3,1.4,2,4.5,19.1,117,114,1.8,0,1.8,0.105
2025,Kamiah Smalls,ATL,G,3,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,,110,0,0,0,0.021
2025,Alanna Smith,MIN,F,42,42,1114,160,330,0.485,53,161,0.329,107,169,0.633,31,65,0.477,65,214,121,55,80,65,116,404,18.1,0.563,0.565,0.488,0.197,7.1,11.4,16.5,2.6,6.6,15.3,17.5,110,96,1.9,2.9,4.8,0.172
2025,Azura Stevens,LAS,F-C,44,44,1249,204,427,0.478,74,194,0.381,130,233,0.558,79,100,0.79,74,352,94,54,47,64,98,561,20.2,0.596,0.564,0.454,0.234,7.2,16.9,12.6,2.2,3.5,12,19.2,115,106,3.2,1.5,4.7,0.151
2025,Breanna Stewart,NYL,F,31,31,948,188,408,0.461,21,87,0.241,167,321,0.52,169,202,0.837,31,203,108,42,42,60,59,566,23.7,0.57,0.487,0.213,0.495,4,12.4,21,2.3,4,10.8,27.2,113,100,2.9,2,4.9,0.205
2025,Kiah Stokes,LVA,C,40,18,514,18,51,0.353,3,23,0.13,15,28,0.536,5,8,0.625,29,144,17,17,14,16,47,44,7.2,0.404,0.382,0.451,0.157,6.6,16.4,4.7,1.7,2.4,22.7,6.3,92,102,-0.1,0.9,0.8,0.061
2025,Serena Sundell,DAL,G,3,0,22,0,1,0,0,1,0,0,0,,0,0,,0,1,0,0,0,2,4,0,-9.6,0,0,1,0,0,2.6,0,0,0,66.7,5.9,0,119,-0.1,0,-0.1,-0.211
2025,Sug Sutton,WAS,G,43,43,1122,119,282,0.422,42,119,0.353,77,163,0.472,37,48,0.771,8,77,166,33,3,83,58,317,9.8,0.523,0.496,0.422,0.17,0.9,4.2,25,1.5,0.3,21.5,15.9,96,109,-0.1,0.7,0.7,0.023
2025,Camryn Taylor,MIN,F,6,0,23,1,7,0.143,1,3,0.333,0,4,0,0,2,0,2,6,1,0,0,3,4,3,-9.7,0.19,0.214,0.429,0.286,10.6,15.5,5.7,0,0,27.6,21.7,46,105,-0.2,0,-0.2,-0.283
2025,Taylor Thierry,ATL,G-F,17,0,36,2,11,0.182,1,3,0.333,1,8,0.125,1,4,0.25,2,6,2,4,0,1,1,6,5.5,0.235,0.227,0.273,0.364,6.7,9.8,8,5.8,0,7.3,17.6,65,94,-0.1,0.1,0,-0.045
2025,Alyssa Thomas,PHO,F,39,39,1221,241,453,0.532,0,6,0,241,447,0.539,117,169,0.692,64,344,357,62,17,135,82,599,25.2,0.568,0.532,0.013,0.373,5.9,16.1,53.6,2.6,1.3,20.4,24.4,114,98,4.1,2.8,6.9,0.225
2025,Kayla Thornton,GSV,F,22,22,662,100,276,0.362,40,142,0.282,60,134,0.448,68,82,0.829,40,154,33,29,5,36,52,308,15.1,0.493,0.435,0.514,0.297,7.2,13.6,9.8,2.3,0.8,10.3,24.5,101,100,0.4,1.3,1.7,0.105
2025,Makayla Timpson,IND,F-C,31,0,219,32,57,0.561,0,0,,32,57,0.561,18,27,0.667,18,57,1,13,8,8,24,82,17.8,0.595,0.561,0,0.474,9.8,15.8,0.7,3,3.3,10.4,15.7,116,99,0.5,0.5,1,0.175
2025,Mamignan Touré,CON,G,18,0,147,14,39,0.359,8,22,0.364,6,17,0.353,0,0,,4,7,9,7,0,8,19,36,5.1,0.462,0.462,0.564,0,3.1,2.8,10.3,2.5,0,17,14.5,87,115,-0.2,0,-0.2,-0.05
2025,Brianna Turner,IND,F-C,27,0,233,13,32,0.406,0,1,0,13,31,0.419,4,8,0.5,18,50,17,2,8,9,23,30,7.5,0.422,0.406,0.031,0.25,9.2,13,10,0.4,3.1,20.2,8.6,101,106,0.1,0.3,0.3,0.056
2025,Maria Kliundikova,MIN,F,34,1,373,64,128,0.5,8,25,0.32,56,103,0.544,12,21,0.571,43,102,19,25,26,23,48,148,19.6,0.539,0.531,0.195,0.164,14.1,16.3,8.1,3.5,6.4,14.4,19.7,106,94,0.5,1.1,1.6,0.175
2025,Courtney Vandersloot,CHI,G,7,7,191,29,66,0.439,5,23,0.217,24,43,0.558,11,13,0.846,2,22,37,11,2,17,13,74,15.4,0.516,0.477,0.348,0.197,1.2,6.8,35.3,3,1,19.2,20.9,101,110,0.1,0.1,0.2,0.049
2025,Hailey Van Lith,CHI,G,29,0,361,37,109,0.339,5,31,0.161,32,78,0.41,23,31,0.742,4,31,45,12,4,36,22,102,5.6,0.416,0.362,0.284,0.284,1.3,5,20.8,1.7,1,22.7,19.7,80,114,-0.9,0,-0.9,-0.102
2025,Shatori Walker-Kimbrough,ATL,G,41,1,354,26,63,0.413,11,31,0.355,15,32,0.469,8,11,0.727,3,37,22,10,11,15,24,71,7.8,0.523,0.5,0.492,0.175,1,6.2,9.2,1.5,2.7,18.1,10.8,97,102,0,0.6,0.6,0.072
2025,Kathryn Westbeld,PHO,F,43,24,792,77,215,0.358,42,131,0.321,35,84,0.417,25,32,0.781,30,109,39,36,24,24,66,221,10.5,0.482,0.456,0.609,0.149,4.3,7.9,7.6,2.3,2.9,9.5,14.4,100,103,0.3,1.3,1.6,0.08
2025,Maddy Westbeld,CHI,F,26,1,354,38,105,0.362,17,43,0.395,21,62,0.339,14,16,0.875,21,62,23,13,7,16,42,107,10.4,0.478,0.443,0.41,0.152,7.1,10.3,10.9,1.9,1.9,12.5,16.3,100,112,0.1,0.1,0.2,0.028
2025,Erica Wheeler,SEA,G,44,24,1126,168,420,0.4,76,204,0.373,92,216,0.426,43,50,0.86,17,119,144,56,9,68,112,455,13.2,0.515,0.49,0.486,0.119,1.8,6.4,20.5,2.5,0.7,13.3,20.7,99,104,0.4,1.7,2.1,0.074
2025,Sami Whitcomb,PHO,G,43,20,1027,129,335,0.385,86,238,0.361,43,97,0.443,46,54,0.852,16,113,108,33,7,67,90,390,11.4,0.544,0.513,0.71,0.161,1.8,6.3,17,1.6,0.6,15.7,18.6,102,106,0.7,1.2,1.9,0.074
2025,Christyn Williams,DAL,G,4,0,45,6,16,0.375,1,4,0.25,5,12,0.417,4,6,0.667,2,4,3,0,0,1,4,17,8.7,0.456,0.406,0.25,0.375,4.9,5.1,10.8,0,0,5.1,19,103,120,0,0,0,-0.004
2025,Courtney Williams,MIN,G,44,44,1260,248,580,0.428,58,149,0.389,190,431,0.441,45,53,0.849,23,216,271,55,14,101,86,599,17.9,0.496,0.478,0.257,0.091,2.2,10.2,35.6,2.3,1,14.3,25.7,104,100,1.8,2.6,4.4,0.138
2025,Elizabeth Williams,CHI,C-F,43,15,906,157,327,0.48,0,0,,157,327,0.48,50,81,0.617,79,223,78,31,39,56,62,364,17.2,0.502,0.48,0,0.248,10.4,14.5,16.3,1.8,4,13.4,20.8,102,109,0.7,0.6,1.3,0.059
2025,Gabby Williams,SEA,F,44,44,1391,198,469,0.422,50,164,0.305,148,305,0.485,64,75,0.853,24,189,185,99,21,84,64,510,15.6,0.508,0.475,0.35,0.16,2,8.2,21.1,3.6,1.4,14.3,19.3,100,100,0.5,2.8,3.4,0.097
2025,Kiana Williams,PHO,G,11,0,107,17,40,0.425,9,26,0.346,8,14,0.571,2,4,0.5,0,11,10,3,0,6,6,45,11.9,0.539,0.538,0.65,0.1,0,5.9,16,1.4,0,12.6,20.1,100,106,0,0.1,0.2,0.06
2025,A'ja Wilson,LVA,C,40,40,1247,332,658,0.505,25,59,0.424,307,599,0.513,248,290,0.855,91,407,122,64,92,87,75,937,33.4,0.596,0.524,0.09,0.441,8.5,19.1,20.6,2.7,6.4,10,31.9,119,96,6.2,3.3,9.5,0.304
2025,Jackie Young,LVA,G,44,44,1336,260,547,0.475,80,223,0.359,180,324,0.556,127,142,0.894,52,196,226,57,18,98,106,727,22.3,0.596,0.548,0.408,0.26,4.5,8.6,30.9,2.2,1.2,13.9,24.2,117,106,4.9,1.6,6.6,0.197
2025,Cecilia Zandalasini,GSV,F,19,10,450,67,150,0.447,37,91,0.407,30,59,0.508,28,32,0.875,5,56,32,18,4,25,33,199,15.6,0.606,0.57,0.607,0.213,1.3,7.3,13.9,2.1,0.9,13.2,19.6,111,103,0.8,0.7,1.6,0.139
2025,Grace Berger,TOT,G,19,13,418,26,89,0.292,2,23,0.087,24,66,0.364,10,15,0.667,12,63,58,14,7,21,37,64,6.2,0.335,0.303,0.258,0.169,3.2,8.7,20.1,1.7,1.6,18,12.1,83,112,-0.6,0.1,-0.5,-0.046
2025,Chloe Bibby,TOT,F,14,0,154,21,55,0.382,17,42,0.405,4,13,0.308,8,9,0.889,5,25,7,8,1,7,13,67,15,0.568,0.536,0.764,0.164,3.9,9.6,7.8,2.7,0.6,10.6,19.5,109,102,0.2,0.3,0.5,0.132
2025,DeWanna Bonner,TOT,F-G,33,4,778,105,257,0.409,40,120,0.333,65,137,0.474,75,86,0.872,29,137,38,28,9,28,43,325,15.2,0.551,0.486,0.467,0.335,4.2,10.2,7.8,1.8,1.1,8.7,18.6,111,104,1.4,1.2,2.6,0.134
2025,DiJonai Carrington,TOT,G-F,31,14,680,107,277,0.386,23,72,0.319,84,205,0.41,66,82,0.805,48,124,48,34,13,59,78,303,12.8,0.484,0.428,0.26,0.296,7.9,10.5,11.6,2.6,1.8,15.9,24.1,94,108,-0.3,0.6,0.3,0.016
2025,Kaila Charles,TOT,G-F,35,12,616,79,188,0.42,25,72,0.347,54,116,0.466,40,49,0.816,46,149,35,28,7,38,69,223,13.8,0.532,0.487,0.383,0.261,8.5,14,9.9,2.4,1.1,15.3,18.2,103,104,0.5,0.9,1.4,0.091
2025,Alysha Clark,TOT,F,42,15,828,59,159,0.371,26,96,0.271,33,63,0.524,19,26,0.731,16,117,51,26,4,22,81,163,7.1,0.478,0.453,0.604,0.164,2.3,8.6,9.3,1.6,0.4,11.4,10.7,98,106,0.1,1,1.1,0.051
2025,Marquesha Davis,TOT,G,11,0,52,2,10,0.2,0,4,0,2,6,0.333,6,7,0.857,3,7,1,0,2,6,3,10,0.2,0.382,0.2,0.4,0.7,6.9,7.8,2.7,0,3.6,31.4,16.7,67,112,-0.2,0,-0.2,-0.143
2025,Aaliyah Edwards,TOT,F,36,0,534,69,154,0.448,0,9,0,69,145,0.476,56,87,0.644,47,132,20,23,14,41,56,194,13,0.504,0.448,0.058,0.565,10.5,15,6.6,2.2,2.5,17.6,20,95,106,-0.2,0.6,0.4,0.033
2025,Bree Hall,TOT,G,4,0,17,1,5,0.2,0,2,0,1,3,0.333,1,3,0.333,0,3,0,0,0,3,4,3,-16.6,0.237,0.2,0.4,0.6,0,10.4,0,0,0,32.2,25.3,33,106,-0.2,0,-0.2,-0.421
2025,Haley Jones,TOT,F-G,28,16,594,85,188,0.452,12,39,0.308,73,149,0.49,22,35,0.629,18,98,64,21,22,48,64,204,11.4,0.501,0.484,0.207,0.186,3.3,9.5,17.7,1.8,3.5,19.1,18.4,93,110,-0.3,0.4,0,0.003
2025,Liatu King,TOT,F,14,0,136,13,27,0.481,1,6,0.167,12,21,0.571,11,15,0.733,12,29,4,2,0,11,14,38,8.4,0.565,0.5,0.222,0.556,10.6,12.7,4.5,0.7,0,24.7,14.6,99,115,0,0,0,0.005
2025,Sika Koné,TOT,F,19,0,85,7,22,0.318,1,5,0.2,6,17,0.353,12,13,0.923,3,19,6,0,0,6,12,27,7,0.487,0.341,0.227,0.591,4.3,13.7,11.3,0,0,17.8,18.3,95,108,0,0.1,0,0.02
2025,Diamond Miller,TOT,F,40,1,434,54,134,0.403,17,51,0.333,37,83,0.446,35,46,0.761,11,52,31,12,7,34,65,160,8.5,0.519,0.466,0.381,0.343,2.9,7,11,1.4,1.5,18.1,19.4,94,108,-0.1,0.4,0.2,0.021
2025,Tiffany Mitchell,TOT,G,39,3,510,40,102,0.392,11,30,0.367,29,72,0.403,35,47,0.745,11,42,12,14,8,24,52,126,5.9,0.514,0.446,0.294,0.461,2.5,4.9,3.5,1.4,1.4,16.4,13.1,93,108,-0.2,0.5,0.3,0.022
2025,Shey Peddy,TOT,G,15,5,265,27,55,0.491,16,35,0.457,11,20,0.55,7,9,0.778,7,25,31,6,0,13,20,77,12.1,0.653,0.636,0.636,0.164,3.2,5.7,17.5,1.2,0,18.1,12.2,121,112,0.6,0.1,0.7,0.099
2025,Alissa Pili,TOT,F,19,0,99,13,28,0.464,4,12,0.333,9,16,0.563,13,15,0.867,4,19,3,2,1,8,13,43,12.4,0.621,0.536,0.429,0.536,4.9,11.4,4.5,1.1,0.9,18.8,19.6,107,104,0.1,0.1,0.3,0.111
2025,Aerial Powers,TOT,G,10,0,167,27,65,0.415,7,19,0.368,20,46,0.435,13,19,0.684,10,39,20,8,1,11,19,74,16.2,0.504,0.469,0.292,0.292,7.1,14.1,19.5,2.5,0.5,13,22.7,104,102,0.2,0.3,0.5,0.117
2025,Jacy Sheldon,TOT,G,30,17,708,83,178,0.466,36,91,0.396,47,87,0.54,22,25,0.88,22,57,56,27,6,31,72,224,12,0.593,0.567,0.511,0.14,3.6,4.8,13.8,2,0.8,14.1,14.1,112,114,1.1,-0.1,1,0.058
2025,Jaylyn Sherrod,TOT,G,26,0,142,9,28,0.321,3,13,0.231,6,15,0.4,9,13,0.692,2,15,12,11,0,12,19,30,5.4,0.445,0.375,0.464,0.464,1.7,6.2,12.3,4,0,26.2,14.9,80,101,-0.3,0.3,0,0.001
2025,Odyssey Sims,TOT,G,24,21,671,89,215,0.414,21,64,0.328,68,151,0.45,43,55,0.782,10,57,90,17,1,33,48,242,11.8,0.506,0.463,0.298,0.256,1.8,5.1,21.1,1.3,0.1,12.1,18.2,106,112,0.8,0.2,1,0.06
2025,NaLyssa Smith,TOT,F,45,41,956,134,267,0.502,8,27,0.296,126,240,0.525,66,108,0.611,74,231,33,25,29,51,131,342,13.1,0.544,0.517,0.101,0.404,8.8,14,5.7,1.3,2.8,14,17.1,105,107,0.9,1,1.9,0.081
2025,Brittney Sykes,TOT,G,39,38,1194,174,457,0.381,31,102,0.304,143,355,0.403,171,219,0.781,20,123,155,48,14,98,99,550,13.4,0.497,0.415,0.223,0.479,2,6.3,22.8,2.1,1.1,15,25.1,97,106,0,1.4,1.4,0.046
2025,Stephanie Talbot,TOT,F,38,10,541,39,104,0.375,16,56,0.286,23,48,0.479,18,28,0.643,26,101,66,19,6,40,43,112,9.2,0.481,0.452,0.538,0.269,5.8,10.9,19.5,1.8,1,25.6,13.4,95,103,-0.1,0.8,0.7,0.054
2025,Sevgi Uzun,TOT,G,25,3,439,31,95,0.326,5,30,0.167,26,65,0.4,11,16,0.688,1,31,63,13,3,43,37,78,2.7,0.382,0.353,0.316,0.168,0.3,4.1,22.5,1.5,0.6,29.6,14.8,74,113,-1.2,0,-1.2,-0.105
2025,Julie Vanloo,TOT,G,35,2,449,33,111,0.297,25,92,0.272,8,19,0.421,8,10,0.8,4,32,68,15,0,49,45,99,3.5,0.429,0.41,0.829,0.09,1.1,4.2,24.1,1.7,0,29.8,16.7,79,111,-1,0.2,-0.9,-0.078
2025,Li Yueru,TOT,C,31,12,519,62,153,0.405,20,55,0.364,42,98,0.429,43,50,0.86,52,141,29,9,9,30,57,187,13.6,0.534,0.471,0.359,0.327,11.1,15.7,8.7,0.9,1.7,14.6,17.3,108,111,0.7,0.2,0.9,0.071
2025,Grace Berger,LAS,G,1,0,16,0,4,0,0,2,0,0,2,0,0,0,,1,1,1,0,0,3,1,0,-16.8,0,0,0.5,0,7.6,3.7,8.2,0,0,42.9,19.6,19,121,-0.2,0,-0.2,-0.516
2025,Chloe Bibby,GSV,F,5,0,66,11,27,0.407,8,19,0.421,3,8,0.375,2,2,1,3,14,3,3,0,0,6,32,19.6,0.574,0.556,0.704,0.074,5.4,12.4,9.2,2.4,0,0,19.7,124,101,0.2,0.1,0.4,0.216
2025,DeWanna Bonner,IND,F-G,9,3,192,19,55,0.345,9,25,0.36,10,30,0.333,17,19,0.895,4,34,14,11,1,10,13,64,12.2,0.505,0.427,0.455,0.345,2.5,10.7,10.7,2.9,0.5,13.6,17.1,102,102,0.1,0.3,0.5,0.094
2025,DiJonai Carrington,DAL,G-F,20,13,497,74,209,0.354,13,50,0.26,61,159,0.384,47,57,0.825,41,101,36,21,9,49,51,208,10.4,0.444,0.385,0.239,0.273,9.1,11.7,12,2.1,1.7,17.3,24.7,88,111,-0.8,0.2,-0.6,-0.051
2025,Kaila Charles,DAL,G-F,17,4,269,29,80,0.363,10,30,0.333,19,50,0.38,22,27,0.815,25,68,18,9,4,16,32,90,12.2,0.49,0.425,0.375,0.338,10.2,14.5,10.4,1.7,1.4,14.8,17.4,102,111,0.2,0.1,0.3,0.043
2025,Alysha Clark,SEA,F,27,7,485,34,90,0.378,16,55,0.291,18,35,0.514,11,13,0.846,9,64,28,19,2,17,53,95,6.8,0.496,0.467,0.611,0.144,2.2,7.9,8.2,2,0.4,15.1,10.6,96,104,-0.1,0.7,0.6,0.052
2025,Marquesha Davis,NYL,G,9,0,31,1,4,0.25,0,3,0,1,1,1,6,7,0.857,1,5,1,0,1,3,2,8,6.3,0.565,0.25,0.75,1.75,4,9.4,4.6,0,2.9,29.8,15,92,107,0,0,0,0.016
2025,Aaliyah Edwards,WAS,F,21,0,279,45,94,0.479,0,7,0,45,87,0.517,35,56,0.625,25,69,9,10,6,23,28,125,14.7,0.527,0.479,0.074,0.596,11,15.2,6,1.9,2.1,16.2,23.4,97,104,0,0.4,0.4,0.058
2025,Bree Hall,GSV,G,3,0,12,1,3,0.333,0,2,0,1,1,1,1,3,0.333,0,2,0,0,0,3,3,3,-16.1,0.347,0.333,0.667,1,0,9.7,0,0,0,41,28.4,40,106,-0.1,0,-0.1,-0.437
2025,Haley Jones,PHO,F-G,4,0,48,4,12,0.333,1,2,0.5,3,10,0.3,0,0,,2,8,4,1,1,2,4,9,5.9,0.375,0.375,0.167,0,4.7,9.5,12.6,1.1,2,14.3,13.1,85,105,-0.1,0.1,0,0.005
2025,Liatu King,LAS,F,12,0,120,12,24,0.5,1,6,0.167,11,18,0.611,11,15,0.733,10,25,4,2,0,11,12,36,8.9,0.588,0.521,0.25,0.625,10.2,12.5,5.1,0.8,0,26.4,15.5,99,114,0,0,0,0.007
2025,Sika Koné,WAS,F,11,0,74,7,18,0.389,1,3,0.333,6,15,0.4,8,9,0.889,3,18,5,0,0,6,10,23,7.6,0.524,0.417,0.167,0.5,5,14.9,11.2,0,0,21.5,17.4,95,108,0,0.1,0,0.02
2025,Diamond Miller,MIN,F,25,0,243,30,63,0.476,14,26,0.538,16,37,0.432,28,33,0.848,4,22,15,8,4,20,38,102,12.2,0.658,0.587,0.413,0.524,2,5.4,9.1,1.7,1.5,20.5,18.4,110,104,0.4,0.4,0.8,0.127
2025,Tiffany Mitchell,LVA,G,16,2,210,16,41,0.39,4,13,0.308,12,28,0.429,23,29,0.793,6,29,7,6,3,14,25,59,7.6,0.549,0.439,0.317,0.707,3.3,8.1,5,1.5,1.2,20.7,14.7,97,107,0,0.2,0.2,0.04
2025,Shey Peddy,LAS,G,6,5,138,10,24,0.417,5,13,0.385,5,11,0.455,5,6,0.833,6,18,16,2,0,4,13,30,10,0.563,0.521,0.542,0.25,5.3,7.8,16.9,0.7,0,13.1,9.9,124,116,0.3,0,0.3,0.075
2025,Alissa Pili,MIN,F,14,0,82,10,22,0.455,4,11,0.364,6,11,0.545,3,4,0.75,4,17,3,2,0,7,11,27,8.2,0.568,0.545,0.5,0.182,6,12.3,5.4,1.3,0,22.8,17.2,94,102,0,0.1,0.1,0.051
2025,Aerial Powers,GSV,G,2,0,7,0,2,0,0,0,,0,2,0,2,2,1,1,2,1,1,0,0,0,2,23.6,0.347,0,0,1,17,16.7,21.6,7.7,0,0,19.2,112,90,0,0,0,0.232
2025,Jacy Sheldon,CON,G,28,17,676,79,168,0.47,35,85,0.412,44,83,0.53,18,20,0.9,21,54,55,27,6,30,67,211,12.1,0.597,0.574,0.506,0.119,3.6,4.8,14.2,2.1,0.9,14.5,13.9,112,114,1,-0.1,1,0.057
